review,sentiment
"I am not a usual commenter on this website but seeing how underrated this movie is, I endeavour myself to write some comments and remarks about it. I had fun watching this movie, perhaps because Cat is everything I wish I could be, I am not going to post spoilers or reveal plots but there's are things that i really found amazing, the way she manipulates people it's just so divine. this is a very underrated movie, I lack of arguments here, I usually go enjoy and then speak little about it, when you go to the movies is to have fun, and i really enjoyed the 1h53 i stayed in the dark room. a must seen over and over again until the delight fades away. let's try not be so critical about it. thank you for reading.",positive
"I just saw this film last night, and I have to say that I loved every minute. If taken in the spirit of a parody of Bond-esquire films, it's truly superior. The true comedy of the film is in its blatant disregard for political correctness. The misogyny, cultural insensitivity, and almost laughable macho-ism of the films of this genre are used for major comic effect. It also calls the illogic and formulaic elements to task, with Agent OSS 117 constantly learning difficult things insanely quick (such as Arabic and how to play a traditional instrument) while missing some pathetically obvious clues. Some of the lines from the film left me laughing for hours after the movie was finished...and I have to say I have learned some...interesting...French vocabulary that would probably have my Professors quite exasperated with me were I to use. All in all, I thought this film excellent. Intensely funny and the first film I've ever seen that truly parodies all aspects of the spy film.",positive
"Yes it's a Fast Times wannabe, but it's still decent entertainment.<br /><br />Some of the comedy parts are really funny. The scene when the three guys visit the Spanish lady is hilarious, with a little flamenco music in the background. The reaction when her sailor husband comes home is a riot. The guys' exploits in dealing with crabs are funny as well when they try to ""drown them"" and when they visit the pharmacist. <br /><br />The abortion scene is a Fast Times ripoff too, but it does do a good job of capturing the terror of the situation. You really feel for what Karen is going through, and for Gary in his mad scramble for cash to pay for the abortion and accommodating her recovery.<br /><br />The ending is painful to watch, but refreshingly realistic. First-time viewers will not be prepared for it and it will be a shock.<br /><br />There is a decent eye-candy for guys with young girls and the milf Spanish lady, but heterosexual guys will probably want to skip the penis-measuring competition. <br /><br />Underrated soundtrack too. Check out early, early U2(!), The Cars in their prime and an appropriate tearjerker song by James Ingram for the surprise ending.<br /><br />Some people will hate it and it is somewhat dated, but those who like teen flicks or grew up in the early 80s should like it.",positive
"I think One True Thing is one of Meryl Streeps finest movies to date. Her depiction of a dying woman is perfect. I have recently lived this movie, and it touched me on more levels than I could have imagined. Meryl is truely the greatest actress to have ever walked the earth!!!!!",positive
"Mild SPOILERS contained herein. I'm spoiling this film to save you the trouble of having to watch it. <br /><br />Jet Li's movies fall into one of two categories: Shaolin period movies and movies set in modern-day Hong Kong revolving around Triads or Triad like organizations. Each genre has its best and worst films. `Twin Warriors' is Jet Li's best Shaolin era flick while `The Evil Cult' is his worst. `Fist of Legend' while in the recent past is the best `modern era' Jet Li movie. `Black Mask' without a doubt is the worst.<br /><br />Jet Li plays a self-exiled mercenary who received an injection that gives him superhuman ability, but shortens his life span. In his `new life' in exile he plays a pacifist librarian. When his old mercenary squad goes on a rampage, Jet Li becomes a vigilante determined to stop them. He dons a very silly corrugated cardboard mask so as to conceal his identity from the police (and public) as a librarian, as well as to conceal his true identity to his ex-comrades in arms.<br /><br />The version I saw was dubbed, and horribly at that. Why does Jet Li capture and hold hostage his library co-worker if he's a pacifist? Is there a love story between them? Why does the police chief not care when he learns of the Black Mask's true identity? The plot is just plain BAD. Bad by way of the superhero cheesiness, bad in the sense that characters are never properly developed, bad in its character interactions, all topped off by a half-explained story I quickly lost interest in. <br /><br />The action and martial arts sequences are way over the top. Lots of blood, gore (severed body parts aplenty), explosions, and Matrix style superhuman martial arts fiascos are present in the film. Unfortunately this is the films best and only selling point. If you want to see Jet Li playing a vigilante superhero in a Mission Impossible style movie `Black Mask' delivers. For the rest of us Jet Li fans it is a true disappointment. This is one of those movies where Jet Li never gets to be Jet Li: he gets neither the chance to charm us with his charisma, nor a chance to impress us with his impressive yet realistic martial arts ability. <br /><br />Normally a Chinese knockoff of Ozzy Osbourne would be enough to engross me in a film, sadly `Black Mask' proved to be an exception to that rule. Indeed the antagonist of this movie, by the way he dresses, his long straight hair, and trademark round sunglasses looks like the modern and aged Ozzy Osbourne. However the villain isn't on-screen long enough to make the gimmick worthwhile. I am assuming the likeness to Ozzy was intentional; in addition to the villain's look, he also ran a satanic looking hideout. So much more could have been made from the Ozzy Osbourne villain gimmick! If only the writer, director, or ANYONE had bothered to give a background to and develop the character of the film's arch villain!<br /><br />`Black Mask' was the first Jet Li film released on video in the USA after Lethal Weapon 4, and I'm glad I stayed away from it until now. It may well have ruined my whole perception of Jet Li as a martial artist and actor. If you want to see Jet Li at his worst, rent `Black Mask' and `The Evil Cult' and make it a double feature or horror, both intentional and unintentional. Otherwise stick to moves that utilize the talents of Jet Li, and have plots that are semi-well thought out and plausible. 3/9 stars.",negative
"'The second beginning' as it's title explains, shows us the beginning of the end for the human race. Set long before the matrix existed, this short anime written by the Wachowski's shows us the world that could lay infront of us in the not to distant future, set at the turn of the 21st century, the second renaissance delves into issues common with human behaviour; greed, power, control, vanity etc.<br /><br />The use of robots or artificial intellegence as slaves or servents is common among science fiction/fantasy stories. The second renaissance is no exeption to this concept, however instead of a simple man vs. machine layout, this story explains the struggle that the machines put up with, the struggle for acceptance in a world ruled by humans. Where the matrix films show us the human perspective, these short animations tell both sides of the story.<br /><br />The second renaissance part 1 + 2, answer many questions brought up by the original Matrix film, such as how the war broke out, how the sky was blackend, what led to the use of humans as batteries and it also introduces us to the machine city called 01, which may have relevance to the upcoming Matrix Revolutions film.<br /><br />I won't give away too much of the story, as I do not want to ruin the experience for perspective viewers, however, I will recommend it to anybody interested in the world of the matrix or simply anybody interested in Japanese animation (anime).<br /><br />9/10.",positive
"It was all over with the slashers around 88 so it was time for the cheesy rip offs of those older movies. The Brain is well done, the script reminded me of Videodrome but then in a more cheesy way as said before. The acting can go through with it. But it's the effects that makes you laugh, the so called Brain is really a turkey and the blood is never shown. The opening sequence is what makes this movie worth watching, the hallucinations are really nicely done and reminded me of Nightmare on Elm Street, remember the telephone coming alive.... Some how you keep watching this flick, waiting what is happening next. It's viewable for all freaks out there cause there isn't any gore in it and as said the blood isn't there neither but there is nudity for the perverts. I have seen worser movies than this one, only wished they had made it bloodier...",negative
"""Indian burial ground"": If those three words appear anywhere in a real-estate listing, look for a different neighborhood. A young couple with a young daughter and a toddler-age son move into a Maine house adjacent to a pet cemetery--and, after a l-o-o-o-ng hike, an ancient Indian burial ground. Seems the Indian ground can bring Fido or Fluffy back from the dead--if you don't mind having a raving hell beast for a pet. It can do the same for dead people--if you don't mind having a homicidal zombie around the house.<br /><br />Throw in a busy two-lane blacktop, speeding big rigs, a well-meaning (if somewhat dim) old neighbor, and one kid who really doesn't get enough supervision, and I think you can figure out what happens from there--an over-the-top, illogical mess, which, in all fairness, does offer up a few scares.<br /><br />Well, there are worse Stephen King adaptations (such as ""Maximum Overdrive,"" which King also directed). But there are far better ones, too (such as ""Salem's Lot,"" ""The Dead Zone,"" and both versions of ""The Shining"").",negative
"I too saw this movie when it first came out. I was a teenager at the time, and I saw it with my girl friend who later became my wife. I remember the movie made me feel it was possible to beat the odds. The cinematography was very well done if memory serves me correctly. The boy was a little much, but the girl character was very interesting. I thought it was very romantic and that might have been the intro to the first time with my then girlfriend. I have not seen the movie since and I wander why it has gone to the wayside. I would love to watch it again to see if it was as good as I remember. The Elton John sound track was excellent.",positive
"I have to say this is the worst movie that I have ever watched in my life, I cannot believe that I wasted $10 at blockbuster ; this movie should be burned and who ever thought of it has issues. Who ever actually spent money to make this movie was insane =D This movie has TERRIBLE actors and some of the scenes make absolutely no sense. Well, the whole movie doesn't make sense. Also the part where those ""men"" come into the diner ( department of national securities )that happened to be the worst part of the film. How dare they say Frank Sinatra's name in vain? Also, what is up with those glasses? When the guy and girl are in the car and she ""drinks"" water, you can totally tell that she isn't even drinking! Also, what is up with the freaky dinner guy. And everyone knows that you don't stab tires, you slash them.",negative
"Narratives  whether written, visual or poetic epics  generally try to avoid too may characters; readers and viewers, after all, can be too easily overwhelmed by trying to keep track of who exactly is who. This is especially true in film, I think, simply because we cannot easily go back to refresh our memory in a cinema. Viewers like myself, however, don't have that problem because we see all our films on DVD or VHS.<br /><br />A year ago I was introduced to Audrey Tautou, a French actress, whom I first saw in The Fabulous Destiny of Amelie Poulain (2001) and later in A Very Long Engagement (2004), both of which were finely crafted and complex stories with a large cast of characters. This earlier offering exceeds the others in both ways: more characters and more complexity.<br /><br />Now, other directors have used those techniques before: Robert Altman with The Player (1992), Short Cuts (1993), Gosford Park (2001) and others; Paul Thomas Anderson did the same with Magnolia (1999). Stanley Kramer did it with A Mad, Mad, Mad, Mad World in 1963, a comedy of almost epic proportions. The difference with this film is, first the director lets us 'see' inside the head of some of the characters and second, some scenes are repeated as means to refresh the viewer's memory as the story flip-flops between different time periods.<br /><br />The basic  the core, so to speak  story concerns a young woman, Irene (Tautou) who is told, by a fellow commuter on a train, that she will meet her true love on that day. This occurs in the first few minutes of the film. The clever irony at this point is that Irene doesn't realize that the young man opposite (Gilbert Robin) may be that 'one true love'. And, nor does he...<br /><br />They go their separate ways with neither realizing the potential significance of their close encounter. However, chaos results throughout the rest of the day, not only for the two young people, but for the rest of the characters who appear in a series of cleverly constructed and interwoven vignettes that all seem to be going nowhere, and yet...<br /><br />If the story were simply that, it could tend to be boring, and even quite predictable. Not so. The script and the director rip into our expectations with a host of innovative scenes that are all too commonplace, but which are turned into believable, extraordinary events that allow the two possible lovers to meet again. For example, the next time some bird poo from the sky drops onto a book or paper of yours, consider your alternatives; two characters make an obvious choice that must occur before Irene and her man of destiny meet again. Or what about a stone chip flying onto your windscreen? Consider again what would happen...<br /><br />All of that is interesting enough. What was more interesting for me was assessing each new man who came along and trying to decide whether this guy was THE ONE for Irene, or whether it was, in fact, the young man on the train. That kept me guessing for a while.<br /><br />I'll let you think about that, should you see this delightful romp.<br /><br />Recommended for all.",positive
"I like end-of-days movies. I like B-movies. I was hoping I would like this movie.<br /><br />I could ignore the poor effects, the often atrocious music, the cringe-inducing lines. I could ignore the unexplained events, and the fact that the movie constantly relies on deus ex machina is excusable, given the subject matter. I could ignore the fact that the people who fight hunger and try to reach world peace are the bad guys. None of these things kill the movie. What kills this movie is that it's just plain and simple boring. Nothing actually happens; almost all scenes in the movie are designed to push the movie creators' morals on the viewers, at the cost of actually having a coherent story, or any kind of suspense.<br /><br />If you're looking for an entertaining B-movie, look elsewhere. This movie is just boring.",negative
"Fame, I think, was the best movie that I have ever seen. In ways it was funny and dramatic, but that is what makes a movie. True, it has a few loose ends, actually a lot, but I still think that it is a terrific movie. Some of the funny things happen in the audition at the beginning of the movie. I think it is hilarious when the girl tries to act out O.J. Simpson in ""The Towering Inferno"" and Raul/Ralph goes around to every art department saying that his father was great at every one. He says that his dad danced with the Rockets and left Ralph his tap shoes. The Rockets, as far as I know, are made up of women. And the tap shoes were just regular shoes with bottle caps on the bottom. Also the guy who read the lines of Juliet in the Romeo and Juliet play was funny. One thing about the movie that just turns me on is the music. I have never heard anything like it!!! My favorite song is ""I Sing the Body Electric"" and my second is the theme song itself ""Fame"". Irene Cara has a great voice and is a great actress. I like the way the movie focused on many ethnic groups. It showed all of the kinds of people there actually are in what is now called ""La Guardia School of the Performing Arts"". This movie showed the triumphs and trials of many young performers, including Angelo, Doris, Bruno, Coco, Montgomery, Ralph, Leroy, Hilary, and Liza. They all had a hard time, but made it their own way. This movie could have added on about another 30-45 minutes (before the graduation), but it is still my favorite movie no matter what!!!!",positive
"I am a big fan of Fred MacMurray and Carole Lombard. And, in addition to them, Charles Butterworth (a very enjoyable supporting actor) was in this film,...so why didn't I particularly enjoy it?! Well, despite a good cast, this is one of the poorest written and most clichéd ""A pictures"" I have ever seen. Given the talent and money spent to make this film, it is shocking how slip-shod the writing was. I knew the film would be tedious when time after time early in the film I found myself predicting EXACTLY what would happen next--and I was always right! And this isn't because I am some sort of ""movie savant"", but was because almost no imagination or effort went into it. In fact, it seemed almost as if the film was just a long string of clichés all strung together! Also, I found it a bit irritating that Fred mistreated Carole so bad throughout the film and yet, true to convention, she came running to him in the end. Uggh! There is MORE suspense in a Lassie film (""will he bring people to rescue Timmy or will the rope he is dangling from break?"").<br /><br />Despite the very, very tired and clichéd script, there were a few positives about the film. It was pretty cool seeing Fred look like a broken lush at the end of the film--it was pretty believable and he looked like he hadn't eaten, shaved or slept in days. Also, Charles Butterworth's ""prattle"" did provide a few mildly humorous moments. But all this just wasn't enough to make this film look any different than a ""B movie"". It's a shame,...it could have been so much better.",negative
"This early film has its flaws-- a predictable plot and some overlong scenes of dubious relevance-- but it already clearly demonstrates Hitchcock's mastery of editing and the use of powerful images. It's also among the most expressionist of his films stylistically; note, for examples, the weird distortions he uses during the party sequence and the frequent echoes of both title and plot in the imagery.<br /><br />Its core, though, remains the final match, which is still among the more exciting examples of cinematic boxing. Even though you know that the hero has to win, it becomes quite believable that he will lose, and the movement of his wife from the champion's corner to his, motivating the final plot pay-off, is very well entwined with the progress of the match. The inserts of the stopwatch do exactly what they should; you can almost hear the ticking (even though this is a silent film, the visuals often have a surprisingly auditory feel to them). The pacing becomes astonishingly rapid, and the viewer gets sucked into the excitement and brutality of both the match and the sexual jealousy which underlies it.<br /><br />The only DVD release with which I am familiar is that of Laserlight, a public domain company. As with each Hitchcock silent they've released, they've attached various musical selections, mostly orchestral, to the action. The sound editing is frequently sloppy, and the sound quality varies widely, but some genuine care seems to have gone into most of the actual choices, and the music accompanying the final match works extremely well; it is unlikely that this sequence will ever be better accompanied than it is here.<br /><br />This is a much more impressive film than its present obscurity would suggest. It deserves an honorable place in both the Hitchcock canon and the slender list of worthwhile boxing films.",positive
"Initially I was put off renting this movie due to the jacket art for the DVD. In fact, this held true with friends of mine who didn't rent it due to the art and the mental image(s) it conjured of being a movie that held little or no interest to me (or to my friends). But, I rented and watched it and was truly amazed.<br /><br />I agree with another user's comments that this movie is not for everyone due to the blatant sexual inferences, so it is definitely not something I'd want young children to watch (and doubt seriously if they would understand it anyway).<br /><br />I enjoy movies like this whereby the character's personalities and who they are are genuinely defined in a no-nonsense, direct way with no teasers to indicate they will turn out bad. The acting done ... was it acting? Ricci and Jackson performed so well, I was drawn into this movie not even realizing they were acting. Same thing with the story ... may seem far-fetched somewhat, but it was done so very, very well. It reminded me of another movie with Mel Gibson, Tim, where each character had limitations, whether mental or circumstantial, so were well-defined.<br /><br />I found much depth in this movie with the character's involved, so feel that everyone involved (from the cameramen to the actors) should be commended on a perfect fit/result. After viewing this movie, I had talked to a couple of friends who had a negative approach to watching it like I did, so after hearing my comments, they rented and watched it. They, too, were quite surprised at how good it was. It is too bad that the art on the jacket was done the way it was since it is a turn off. I can see now how the art applies, but I'd not heard of this movie before, and the art was my first impression ... art sells or destroys DVD sales/rentals.<br /><br />These characters had more depth to them and good timing was allotted to give an audience like me time to absorb the ""feel"" for each. I felt I could trust the movie to flow well, and it did. So, with the jacket art aside, I would recommend watching this movie.",positive
"William Shakespeare's plays are classified as comedy, tragedy, or history. Some of his most memorable --and most often read -- creations provide us with wistful humor, gentle poetry and hilarious slapstick. Some of them survive as unforgettable dramas of compelling depth and gravity. Regardless, he was able to write with unparalleled skill and inventiveness, contributing greatly to our young language. So in what category lies The Merchant of Venice ? I was very surprised to find it is one of Shakespeare's comedies. I had never before read it nor seen it, but after watching this most recent film version I have decided it is neither and it is both. This is one of many questions the viewer must try to answer when coming to terms with what is clearly a perplexing and deeply troubling moral tragedy.<br /><br />The players are introduced quickly, and simply. One of them, firstly, is Venice itself; director Michael Radford filmed the Venetian scenes in the actual city, creating an impressively vibrant, bustling backdrop to the play's proceedings. To this scenery enters the youthful Bassanio (Joseph Fiennes), returning to Venice to see a dear old friend, Antonio (Jeremy Irons). It seems the poor Bassanio has heard of a princess whose father has died and has left to any potential suitors a lottery of sorts. Waiting at the fair lady's island estate are three small trunks, <br /><br />only one of which contains ""images of the princess"". He who can guess the right one, using only blind intuition and the cryptic teasers written upon them, will be bestowed the father's huge fortune for life. Oh, and his daughter and her eternal love in marriage, I forgot to mention. Here the light comedy of Shakespeare takes over the movie. This farcical plot element drives the story and also fills up much of the film's screen time, as a number of painfully eager opportunists arrive at the island, humorously vying for and failing to earn this very wealthy hand in marriage. But before any of this occurs Bassanio, very much lacking in finances, entreats Antonio to loan him three thousand ducats to pay for the lengthy journey he must take to have his shot at the prize. <br /><br />Antonio, himself nearly penniless, must reluctantly embrace humility by seeking the financial aid of Shylock (Al Pacino), one of countless Jewish usurers who keep the sagging economy afloat yet are scorned and persecuted to no end by the city's zealously Christian majority. Thus they dwell in society's underbelly, and it is here the two borrowers must go. Shylock does not hesitate to remind the two men of a certain incident where Antonio insulted and spat on him in the city market, and he proudly rebukes this man who frankly has a lot of nerve now coming to ask for help. But help him Shylock does. He even erases any kind of interest on the loan, most likely feeling he has no reason to be concerned if Antonio will be able to repay him within three months. Still, Shylock's one contractual demand is a pound of Antonio's flesh, should he renege on their agreement. This is an unsettling request, to be sure, for Antonio and Bassanio as well as for us. But it appears that despite his justifiable pride Shylock does not really anticipate seeing such a gruesome act occurring. <br /><br />So here the dramatic groundwork has been laid. And while the film goes off to explore its gentler side with its love lottery and mistaken identities, there still looms the gloomy prospect of the loan itself. In the end, what will become of this ominous agreement? Meanwhile we are left at turns to explore the true central character of Shylock. Al Pacino has ample dramatic weight to carry here, and he does so with convincing grit and passion. There are times when he is given room for the theatrics we have come to expect from such a colorful actor. But his most impressive scenes are the ones where he internalizes this energy, showing a conflicted personality: honest, sincere, and proud, yet brooding, vengeful and entirely remorseless. This is one of Pacino's most heartfelt performances to date. And while the rest of the cast play their roles creditably and convincingly, it is Pacino who really owns the film -- especially toward the end, when Shakespeare upends this seeming romantic comedy with a wallop of a third act.<br /><br />I shall not reveal much here; all I can say is that it involves the initial loan -- a mighty shoe one expected would drop sooner or later. And does it ever. By the end Shakespeare has raised a host of dilemmas for his audience: seemingly unresolvable questions of faith, morality, law, and mercy are thrown before us through the final scenes, and while by curtain's close the playwright's position may seem clear to some, we are left completely at odds. There are winners and losers in this one, but have the winners earned their spoils with good reason, or have they in a larger sense ended out losing as well? Has virtue been rewarded, or simply flouted? Has justice in fact this time been just? By the play's finish some fates are painfully clear, and unequivocally sealed. But the audience are to be the ones who really decide the verdict for all of those involved. And for some the verdict is still out for the play as well. Comedy or tragedy? The author has cunningly veiled the intense courtroom finale with an ending of light mirth and pat romantic resolutions. Is he saying that all is well that ends well, or is this his final, ironic condemnation? The play's humor serves to set us up nicely for such a heavy crash. And while it is also what unfortunately keeps The Merchant of Venice from achieving the greatness of so many of Shakespeare's other works, it is still engaging, amusing, and thought-provoking beyond measure.",positive
mature intelligent and highly charged melodrama unbelivebly filmed in China in 1948. wei wei's stunning performance as the catylast in a love triangle is simply stunning if you have the oppurunity to see this magnificent film take it,positive
"This film is a brilliant retelling of Shakespeare's classic love story, complete with ""kinky sex, body piercing, and dismemberment"". It does follow the same spirit as all the other Troma movies [except Combat Shock...That sucker was depressing] but it's not only for Troma fans. Anybody who appreciates lowbrow visuals and a hilarious script will without a doubt fall in love with this movie.<br /><br />Don't expect pretentious, artistic-wannabe crap like the version of R&J with Claire Danes and Leo DiCaprio; this one knows its a silly movie and draws its humor from that. The acting is also surprisingly good, and you can just feel Sammy Capulet's pain as he tries to put his brain back into his head.<br /><br />The soundtrack, which contains many original and high-energy bands like The Wesley Willis Fiasco, Supernova, and The Meatmen is also four-star. This movie should be viewed by all, because it remains faithful to the original story while still being jam-packed with Troma's trademark gore/sex humor.",positive
"Most italian horror lovers seem to hate this movie since because it has no connection to the first two Demons films. And with the ""Demons III"" in the title, one would assume it would. The problem is that this film was never intended to be part of the Demons series. The distributors only a ""Demons III"" above its original title ""The Ogre"" to cash in on the other films popularity. The new American DVD release of this picture has the title ""Demons III: The Ogre"" on the box art but the film itself only says ""The Ogre"". I don't know if past releases had the title ""Demons III"" on the actual film itself, but this new release just seems to be a little white lie. If you can get past the ""Demons III"" in the title, you might some enjoyment in ""The Ogre"". It starts out with a creep intro, and stays pretty creep throughout. There's no gore and the film movies slowly, but I still dug it. Just don't expect it to be like the other Demons films. I give ""The Ogre"" 7 out of 10. Italian fans should try it out.",positive
"Where oh where to begin in describing the comprehensive wretchedness of Neil LaBute's latest attempt at film making? <br /><br />There are many kinds of film fans out there, but by far the most annoying and shallow is Mr. Intriguing. You know Mr. Intriguing, don't you? <br /><br />He's the fellow that no matter how stupid, lame, and incomprehensibly dull a film is, he says ""Gee, I don't know why everyone hated it, I found it intriguing."" He's the kind of guy who finds the scent of dog poop intriguing. Especially when he smears it in the shape of a Hitler mustache on his upper lip and marches about the house ranting about the brilliance of science fiction that features thinly veiled references to Greek mythology. He's also the guy this version of The Wicker Man was made for. No one else could stand it.",negative
"When HULK hit theaters in 2003, it wasn't long before DVDs of the old Incredible Hulk TV show popped up in an attempt to cash in on the craze. We saw a similar occurrence a year prior when Spider-Man cartoons appeared on DVD to coincide with that hero's big screen debut. Companies leap at the opportunity to ride on the financial coattails of a hot brand.<br /><br />So the fact that this picture never surfaced on the shelves of Wal-Mart as its featured heroes clobbered the box office in the summer of 2005 says a lot. I guess everyone involved would just rather forget. To be fair, THE FANTASTIC FOUR is not as bad as everyone says. Let me rephrase that. It's not as unentertaining as all of its negative reviews might suggest.<br /><br />Veteran television actor Alex Hyde-White (no, you don't remember any of his roles) leads the way as Reed Richards, the brilliant scientist who, along with his crew, gains bizarre powers after an outer space mishap. He's left with the ability to stretch and contort his body to outrageous lengths. His future wife, Sue Storm (Rebecca Staab), can suddenly turn invisible, while her brother, Johnny (Jay Underwood), may now ignite himself at will. Then there's poor Ben Grimm (Michael Bailey Smith), the lovable lug whose body morphs into a mass of craggy, orange rock.<br /><br />Just as the friends are becoming accustomed to all of this, they are called upon to rescue the world from certain chaos. It seems Reed's old colleague Victor von Doom (Joseph Culp) is living up to his name, and that villainous Jeweler (Ian Trigger) isn't exactly helping old ladies cross the street, either. Can our heroes save the day? Of course they can; like any superhero movie, it's just a question of how and when.<br /><br />What's striking about THE FANTASTIC FOUR is how amateurish it is in virtually every aspect. The dialog is so lame and tired it sounds like it was written by a junior high drama class. The acting is so unpolished it makes a third-rate afternoon soap opera look like Shakespeare. The special effects are surprisingly good considering the minuscule budget, but there are still some positively embarrassing moments. When The Human Torch fully ignites his body, for instance, the entire movie briefly turns into a cartoon. I can just hear that production meeting. ""Oh, no one will notice. They'll be too intrigued by the action!"" I mean really, a cartoon? At least give me a mannequin on fire held up by a string! Prior to that, the scene in which the foursome come to on earth after their spaceship crashes is pure teens-in-the-backyard fare. The crew simply found a field and lit a vaguely-spaceship-like object on fire. That's the only remnant of such a major disaster?<br /><br />Of course there wasn't a whole lot to work with in the script. There is a fairly coherent story here, but it's all so simplified. When Reed and Ben decide to go into outer space, they simply drop by the Storms' house and ask if they'd care to join them. Is it really that easy? Don't these sort of things require, oh, I don't know, years of training and expertise? Not in the world of these writers, who seemed to be inspired by the underrated genius on display in FULL HOUSE reruns. But as bad as that may be, nothing can compare to how painfully clichéd Dr. Doom is. He was pulled right out of those awful superhero cartoons from the 1960s, right down to the evil laugh and slamming his clenched fist down on the table to punctuate his remarks. No comic book, least of all Fantastic Four, has ever featured a villain so obscenely one dimensional.<br /><br />Ultimately, THE FANTASTIC FOUR is saved from being a complete turkey because it's just so damn innocent. You can tell the people involved, as little talent or experience as they had, really tried. They didn't know the final result would be so embarrassing. They were under the impression that this was their big break, that people would flock to the theaters. It bears repeating that they had virtually no money to work with (and I'm sure half of that was eaten up by the cool Thing costume). All things considered, they did well, and for its many flaws, the finished product is a fair amount of fun for comic book fans.",negative
"Some amusing humor, some that falls flat, some decent acting, some that is quite atrocious. This movie is simply hit and miss, guaranteed to amuse 12 year old boys more than any other niche.<br /><br />The child actors in the movie are just unfunny. When you are making a family comedy, that does tend to be a problem. Beverly D'Angelo rises above the material to give a funny, and dare I say it, human performance in the midst of this mediocrity.",negative
"Awwww....yes, it is heartwarming and all that some unlucky family gets adopted by ABC/Sears and has their home ""renovated."" That's where the humanistic appeal ends. I liked it early in its run, but now this show has become disgustingly excessive.<br /><br />Ten needy families could be given relatively luxurious homes with lots of goodies for every one family that each episode of this show splurges on. The people at Habitat For Humanity must be shaking their heads in disbelief. For example, is it necessary for a healthy sixteen year old boy to have a jacuzzi in his bedroom, or have his bed tricked-out with ""Low Rider"" hydraulics? Does the mom really need her dilapidated, non-running and rusted out old pick-up truck restored and ""pimped"" by some of the best customizers in California? A new one would have done the job quite nicely, and probably for a third of the price. Do people really need a sixty-five inch plasma screen in every room of the house? And then there's the issue of who pays the increased property taxes and utility bills. Even after the zaniacs at ""Makeover"" leave, somebody still has earn a living. I doubt the friendly folks down at Social Services will see the humor in all of this largess.<br /><br />This show is nothing more than a ratings grabber for ABC, and a tacit commercial for its sponsors.",negative
"These days, Ridley Scott is one of the top directors and producers and can command huge sums to helm movies--especially since he has films like ALIEN, GLADIATOR and BLADE RUNNER to his credit. So from this partial list of his credits, it's obvious he's an amazing talent. However, if you watch this very early effort that he made while in film school, you'd probably have a hard time telling that he was destined for greatness. That's because although it has some nice camera-work and style, the film is hopelessly dull and uninvolving. However, considering that it wasn't meant for general release and it was only a training ground, then I am disposed to looking at it charitably--hence the score of 4.<br /><br />By the way, this film is part of the CINEMA 16: European Shorts DVD. On this DVD are 16 shorts. Most aren't great, though because it contains THE MAN WITHOUT A HEAD, COPY SHOP, RABBIT and WASP, it's an amazing DVD for lovers of short films and well worth buying.",negative
"The novel is easily superior and the best parts of the film are direct translations from what Greene wrote; for instance the quiet but grim humour that breaks into the scenes with Boyer and Lorre, or the murdered-child obsession that takes over some of the plot. Where the film deviates from the novel, it tends to the ludicrous.<br /><br />However I don't want to suggest that the film is bad in any way. It always looks the part and the story stays in the mind like a good 'un. Some of the minor characters were stock actors who could turn their hand to anything.<br /><br />It's a dreadful shame that the film's not available on DVD.",positive
"Every movie from the thirties is dated, but if you were to watch only John Ford movies it would seem more dated than if you watched others. i.e. Grand Hotel is comparatively modern melodrama. With Ford, there's always the hard-sell of someone's nobility (Abe, The Joads). Always the over-emphasis of some heavy's badness. Always the poorly crafted, awkward and obvious scripts. This is no exception. It's just a rather belabored device to deliver sentiment. And sentiment is all this has going for it.<br /><br />What Ford does here doesn't make me appreciative of Lincoln, it just makes me wonder how the States were ever settled by the population of complete morons depicted here. Ford went on to make decent movies. This is too dated to be anything but bad. It feels entirely false. <br /><br />Henry Fonda with a fake nose is bizarre. And no one from Illinois would pronounce the trailing 'S,' or say ""Shonuff!""",negative
"Woody Allen, when at his best, has one of the sharpest pens around. He can make an acute observation and wrap it around a punch line like nobody else. However, when he's at his worst his movies can stench of pretentiousness. Unfortunately, ""Melinda and Melinda"" has this stench from opening to closing. The set up is one of his more intriguing ideas in a while. Four friends sit in a restaurant discussing whether the essence of life is comedy or drama. To help settle the argument, one man relates the beginning of a story and asks the two other men arguing (one a comic playwright, the other a dramatic playwright) whether the story is a comedy or a tragedy. The two men then continue the story and the movie plays out the stories that they weave. Now, when I first heard about this film, my understanding was that they tell the exact same story, the genre (comedy or drama) only changes by how you look at it. Now that would have been interesting. However, the stories only share one main element and a few side elements. They are entirely different stories with major plot differences. The drama is so stiffly scripted and pretentious that it can only really work as self-parody. If this was the point, then it failed because these elements prevent the audience from feeling any emotional investment in any of the characters. The comedy is the story that has moments of success, but they are still short and fleeting. Will Farrell is obviously meant to be the stand-in for Woody, but he could have played this character so much more believably without adding Woody's stutters and hand-ticks. Woody is the best at being Woody. When someone else tries, they're not playing a character, they are modeling a recognizable actor. This type of thing only pulls the audience out of the story.<br /><br />My favorite Woody Allen movies make me leave the theater a little bit lighter in spirit than I walked in. This one made me wish I could get my money back.",negative
